Article_Id,Article_Title,Article_Abstract_Text,Article_Keywords,Article_Year,Article_Authors,Article_Url
"2817"," Implementation of business processes in smart cities technology Not_defined Not_defined"," "," procesy biznesowe ; inteligentne miasta ; systemy informatyczne  Smart cites ; business process modelling ; decision support systems ; knowledge management"," "," Cezary Orlowski, Artur Ziolkowski, Aleksander Orlowski, Pawel Kaplanski, Tomasz Sitek, Witold Pokrzywicki.","Not_defined"
"2818"," Information used by companies from Kujawy-Pomorze region in the development of pro-innovative technologies Not_defined Not_defined"," ","Not_defined Not_defined"," "," Miroslaw Wladyslaw Haffer.","Not_defined"
"2819"," Information society in Poland : Similarities and differences in the perception of ICT between generations Not_defined Not_defined"," "," internet ; seniorzy ; spoleczenstwo informacyjne  internet ; seniors ; information society"," "," Jacek Wachowicz.","Not_defined"
"2820"," Innovation instruments of financial market : features and trends of mutual fund Not_defined Not_defined"," "," rynki wschodzace ; fundusze inwestycyjne ; inwestycje ; innowacje finansowe ; Polska  emerging markets ; investment funds ; investments ; financial innovations ; Poland"," "," Barney Raffield III, Zoia Kaira.","Not_defined"
"2821"," Innowacje w rozwoju ekonomicznym malych i srednich przedsiebiorstw Not_defined Not_defined"," "," rozwoj gospodarczy ; male i srednie przedsiebiorstwa (MSP) ; indeks innowacji ; przedsiebiorczosć ; Unia Europejska ; innowacyjne tablice  economic development ; small and medium enterprises (SMEs) ; innovation index ; enterpreneurship ; European Union ; innovation scoreboard"," "," Zoia Kaira.","Not_defined"
"2822"," Innowacje w zarzadzaniu i inzynierii produkcji, t. 1 / pod red. Ryszarda Knosali Not_defined Not_defined"," ","Not_defined Not_defined"," "," Ryszard Knosala.","Not_defined"
"2823"," Innowacje w zarzadzaniu i inzynierii produkcji, t. 2 / pod red. Ryszarda Knosali Not_defined Not_defined"," ","Not_defined Not_defined"," "," Ryszard Knosala.","Not_defined"
"2824"," Instytucjonalne formy wsparcia dziecka i rodziny w Polsce na przykladzie MOPR  Wspolczesna rodzina : szanse, zagrozenia, kierunki przemian / red. nauk. Klaudia Pujer Not_defined"," "," pomoc spoleczna ; rodzina ; problemy rodziny  social welfare ; family ; problems of the family"," "," Daria Becker-Pestka."," https://depot.ceon.pl/handle/123456789/9986?show=full"
"2825"," Integration of hybrid and information warfare in international conflicts Not_defined Not_defined"," "," wojna informacyjna ; wojna hybrydowa ; dezinformacja ; dywersja informacyjna ; infoagresja  information warfare ; hybrid warfare ; information subversion ; infoagression ; disinformation"," "," Bohdan Pac."," https://zbrojni.blob.core.windows.net/pzdata2/TinyMceFiles/bellona1_2016.pdf"
"2826"," Intercultural interactions at multinational corporations' workplace : grounded theory Not_defined Not_defined"," "," interakcje miedzykulturowe ; roznorodnosć kulturowa ; wielojezycznosć ; agent ; prosperowanie ; pozytywny kapital psychologiczny  intercultural interactions ; cultural diversity ; multilingualism ; agent ; thriving ; positive psychological capital"," "," Malgorzata Rozkwitalska, Beata A. Basinska, Michal Chmielecki, Sylwia Przytula, Lukasz Sulkowski."," http://www.apcz.pl/czasopisma/index.php/JPM/article/view/JPM.2016.001/9828"
"2827"," Internationalization of new enterpreneurs in Poland  Management trends into turbulent environment Not_defined"," "," nowi przedsiebiorcy ; umiedzynarodowienie ; przedsiebiorstwa wczesnie umiedzynarodowione  new enterpreneurs ; internationalization ; Born Globals"," "," Monika Zajkowska.","Not_defined"
"2828"," Kanaly komunikacji informacji strategicznej w zarzadzaniu rodzinnym gospodarstwem rolniczym w Polsce - wyniki badan  Zarzadzanie przedsiebiorstwem inteligentnym : wybrane zagadnienia / red. nauk. Sylwester Gregorczyk, Wioletta Mierzejewska Not_defined"," "," zarzadzanie strategiczne ; informacja ; informacja dla potrzeb zarzadzania ; zarzadzanie gospodarstwem rolnym  strategic management ; information ; information for management needs ; arable farm management"," "," Jacek Jaworski, Katarzyna Sokolowska, Tomasz Kondraszuk.","Not_defined"
"2829"," Koncepcja logistyczna funkcjonowania ladowo-morskich ladunkow transportowych w pracach naukowych profesora Stanislawa Szwankowskiego  Porty morskie w perspektywie przestrzennej, ekonomicznej, transportowej, logistycznej i spolecznej / pod red. Hanny Klimek Not_defined"," "," ladowo-morski lancuch transportowy ; port morski ; transport ladowy ; logistyka Not_defined"," "," Andrzej Tubielewicz.","Not_defined"
"2830"," The concept of measurement method of product portfolio competitiveness of a flexible organisation  Meandry teorii i praktyki zarzadzania : ksiega jubileuszowa z okazji 45-lecia pracy naukowo-dydaktycznej profesora Jana Lichtarskiego / pod red. Grazyny Osbert-Pociechy i Stanislawa Nowosielskiego Not_defined"," "," pomiar konkurencyjnosci ; portfel produktowy ; elastycznosć organizacji  competitiveness measurement ; product portfolio ; flexibility of the organisation"," "," Bogdan Nogalski, Przemyslaw Niewiadomski, Agnieszka Szpitter.","Not_defined"
"2831"," The concept of using balanced scorecard in the management control of public university Not_defined Not_defined"," "," zbilansowana karta wynikow ; kontrola zarzadcza ; uczelnie publiczne  Balanced Scorecard ; management control ; public university"," "," Ilona Kedzierska-Bujak, Jacek Jaworski."," http://www.wneiz.pl/nauka_wneiz/frfu/80-2016/FRFU-80-cz2-349.pdf"
"2832"," B&#0233;zier curves in handwriting analysis Not_defined Not_defined"," "," krzywe B &#0233;ziera ; nowelizacja ; dlugosć linii graficznej ; gestosć pisma ; gestosć pozioma ; gestosć pionowa ; wspolczynnik podobienstwa ksztaltu  B &#0233;zier curve ; nevelisation ; length of handwriting line ; handwriting density ; horizontal density ; vertical density ; shape similarity coefficient"," "," Krystyn Luszczuk, Mieczyslaw Goc, Andrzej Luszczuk.","Not_defined"
"2833"," Ksztaltowanie bezpieczenstwa lokalnego w ramach dzialania Komendy Miejskiej Policji w Slupsku  Problemy bezpieczenstwa personalnego w epoce ponowoczesnosci / red. nauk. Marek Stefanski, Ewa Piotrow, Arkadiusz Gliszczynski Not_defined"," "," bezpieczenstwo ; policja ; spoleczenstwo lokalne  safety ; Police ; community local"," "," Marek Kazimierz Stefanski.","Not_defined"
"2834"," Creating relationship between stakeholders and local government  Ekonomiczno-spoleczne i organizacyjno-techniczne determinanty rozwoju lokalnego / [red. nauk. Katarzyna Lis, Ewa Milewska, Jerzy Olszewski, Janusz Rymaniak] Not_defined"," "," samorzad lokalny ; interesariusze ; polityka informacyjna ; audyt marketingowy  local government ; stakeholder ; information policy ; marketing audit"," "," Janusz Dworak.","Not_defined"
"2835"," The exchange rates' factors in model of non-standard instruments of monetary policy of the European Central Bank Not_defined Not_defined"," "," polityka monetarna ; kurs walutowy ; strefa euro Not_defined"," "," Tadeusz Miruszewski.","Not_defined"
"2836"," Poziomy kierowania a rezultaty ekonomiczne przedsiebiorstw Not_defined Not_defined"," "," poziom kierowania ; wywieranie wplywu ; wskazniki rentownosci ; bezposredni i posredni podwladny  the level of management ; influence ; profitability ratios ; direct and indirect subordinate"," "," Stefan Zbigniew Tokarski, Krzysztof Tokarski, Joanna Sikora."," https://www.degruyter.com/downloadpdf/j/manment.2016.20.issue-1/manment-2015-0026/manment-2015-0026.xml"
"2837"," Logistics road transport in the light of efficiency cost manufacturing enterprise Not_defined Not_defined"," ","Not_defined Not_defined"," "," Radoslaw Drozd, Marcin Kisielewski.","Not_defined"
"2838"," Pomeranian Logistics Centre location in the vicinity of the DCT Gdansk as the element improving competitive advantage of TSL enterprises on the Pomeranian logistics market Not_defined Not_defined"," "," pomorski rynek logistyczny ; centrum logistyczne ; DCT ; Pomorskie Centrum Logistyczne  Pomerania logistic market ; logistic center ; Deepwater Container Terminal ; Pomerania Logistic Center"," "," Malgorzata Wach-Kloskowska.","Not_defined"
"2839"," Meandry teorii i praktyki zarzadzania : ksiega jubileuszowa z okazji 45-lecia pracy naukowo-dydaktycznej profesora Jana Lichtarskiego Not_defined Not_defined"," ","Not_defined Not_defined"," "," Grazyna Osbert-Pociecha, Stanislaw Nowosielski.","Not_defined"
"2840"," Megatrendy wspolczesnych zagrozen bezpieczenstwa Not_defined Not_defined"," "," bezpieczenstwo ; migracja ; terroryzm  safety and security ; migration ; terrorism"," "," Jozef Zawadzki, Grzegorz Wojciech Pietrek.","Not_defined"
"2841"," Assessment method of the the customer's value from the manufacturing company point of view - concept and application  Bezpieczenstwo i wyzwania wspolczesnych organizacji w obliczu gospodarki XXI wieku / red. nauk. Janusz Torunski, Marcin Chrzascik Not_defined"," "," metoda oceny klienta ; wartosć odbiorcy ; zaopatrzenie ; sektor maszyn rolniczych  customer assessment method ; customer's value ; supply ; agricultural machinery sector"," "," Bogdan Nogalski, Przemyslaw Niewiadomski.","Not_defined"
"2842"," Metodyka pracy opiekunczo-wychowawczej w domu dziecka  Praca opiekunczo-wychowawcza, t. 2 : kontekst metodyczny / pod red. nauk. Marioli Szczepanskiej Not_defined"," "," dom dziecka ; metody ; wychowawcy  orphanage ; methods ; tutors"," "," Daria Becker-Pestka.","Not_defined"
"2843"," Metrics of processes of IT organization transformation Not_defined Not_defined"," "," zwinna transformacja ; Agile ; metodologia SCRUM ; zarzadzanie projektami informatycznymi  Agile transformation ; Agile ; SCRUM methodology ; software project management"," "," Anna Kosieradzka, Cezary Orlowski.","Not_defined"
"2844"," International investment position of Poland in 2010-2015 Not_defined Not_defined"," "," miedzynarodowa pozycja inwestycyjna ; Polska ; MPI ; BIZ  international investment position ; Poland ; IIP ; FDI"," "," Grzegorz Gorniewicz.","Not_defined"
"2845"," Power and powerlessness school counsellor in the care of a child with a pathological family Not_defined Not_defined"," "," pedagog szkolny ; opieka szkoly ; rodzina patologiczna  tutor ; care in school ; pathological family"," "," Daria Becker-Pestka.","Not_defined"
"2846"," Model of an integration bus of data and ontologies of smart cities processes Not_defined Not_defined"," "," ontologie ; systemy smart cities  smart cities ; ontologies ; Ontology Driven Architecture"," "," Cezary Orlowski, Artur Ziolkowski, Aleksander Orlowski, Pawel Kaplanski, Tomasz Sitek, Witold Pokrzywicki.","Not_defined"
"2847"," Model sluzacy ksztaltowaniu procesu zarzadzania projektem informatycznym dla podniesienia gotowosci do zwinnej transformacji organizacji informatycznej  Innowacje w zarzadzaniu i inzynierii produkcji, t. 2 / pod red. Ryszarda Knosali Not_defined"," "," transformacja ; zarzadzanie projektami informatycznymi ; podejscie zwinne ; podejscie klasyczne ; modele doskonalenia procesow ; hybrydyzacja ; CMMI ; Scrum  IT project management ; processes of agile transformation ; readiness of transformation"," "," Cezary Orlowski, Tomasz Deregowski, Milosz Kurzawski, Artur Ziolkowski."," http://www.ptzp.org.pl/files/konferencje/kzz/artyk_pdf_2016/T2/t2_0834.pdf"
"2848"," The business models of contemporary enterprises Not_defined Not_defined"," "," relacje ; biznes ; efektywnosć ; wiarygodnosć ; opracowanie wnioskow  relationships ; business model ; efficiency ; development of indicators ; credibility"," "," Janusz Dworak."," http://zie.pg.edu.pl/documents/30328766/51436281/REME_19_%284-2016%29-Art2.pdf"
"2849"," Modelowanie dzialan biznesowych z uwzglednieniem struktury zarzadzania projektami Not_defined Not_defined"," "," modelowanie ; zarzadzanie ; zarzadzanie projektami  model of the business ; management ; procject management"," "," Bogdan Nogalski, Roman Czapiewski.","Not_defined"
"2850"," The role of universities in modelling of the institution's image Not_defined Not_defined"," "," wizerunek ; marketing ; badania marketingowe ; instytucja Not_defined"," "," Janusz Dworak.","Not_defined"
"2851"," Monitoring bezpieczenstwa transportu morskiego - modelowanie systemow - strategie ekonomizacji Not_defined Not_defined"," "," minitoring bezpieczenstwa ; transport morski  minitoring of safety and security ; maritime transportation"," "," Ryszard Miler.","Not_defined"
"2852"," Motivation for new onshore and offshore companies' establishment - case of Slovakia Not_defined Not_defined"," "," przedsiebiorstwa typu onshore i offshore ; ulgi podatkowe  onshore and offshore companies ; tax duties"," "," Peter Kri&#0353;tofik, Michal I&#0353;tok.","Not_defined"
"2853"," The possibilities of incorporating the Dalton Plan in the process of educating future pedagogues  Aktualne problemy pedagogiczne : konspekty i wyzwania / red. nauk. Daria Becker-Pestka, Elzbieta Kowalik Not_defined"," "," profil praktyczny ; plan daltonski ; kontrakt ; zasady ksztalcenia  practical profile ; the Dalton Plan ; contract ; teaching principles"," "," Jolanta Kruk.","Not_defined"
"2854"," The possibility of using the post-Soviet airport infrastructure for general aviation logistics Not_defined Not_defined"," "," transport lotniczy ; lotnictwo ogolne ; logistyka lotnicza ; System Transportu Malymi Samolotami  air transport ; general aviation ; aviation logistics ; Small Aircraft Transportation System"," "," Jakub Leszek Marszalkiewicz.","Not_defined"
"2855"," Various possibilities of providing safety in the transport of foods  Megatrendy wspolczesnych zagrozen bezpieczenstwa / red. nauk. Jozef Zawadzki, Grzegorz Pietrek Not_defined"," "," bezpieczenstwo ; transport  security and safe ; transportation"," "," Andrzej Stanek.","Not_defined"
"2856"," Obligacje komunalne jako narzedzie finansowania jednostek samorzadu terytorialnego w Polsce : stan rynku i perspektywy jego rozwoju Not_defined Not_defined"," "," obligacje komunalne ; finansowanie jednostek samorzadu terytorialnego  municipal bond ; local government unit financing"," "," Marcin Kalinowski."," http://www.wydawnictwo.wsb.pl/sites/www.wydawnictwo.wsb.pl/files/czasopisma-tresc/ZN%2070-2.pdf"
"2857"," Nastoletnie macierzynstwo : problemy i wyzwania  Ludzie nauki : prezentacja tematyki badawczej i przegladowej : monografia / red. nauk. Marcin Olkiewicz, Magdalena Drewniak, Joanna Chmura Not_defined"," "," nastoletnie matki ; opieka nad dzieckiem  young mothers"," "," Daria Becker-Pestka.","Not_defined"
